-28	-42	-31
14	-46	39
-48	32	23
11	34	35
-63	-28	0
15	-2	20
12	56	7
-53	-21	31
-36	-2	-29
60	0	40
54	-33	3
26	-6	-41
55	36	10
9	-29	61
-39	-65	18
-44	-45	18
-1	-73	6
-12	-17	13
21	-27	3
-19	45	-11
22	-3	-9
7	-20	46
-28	46	26
12	51	-21
12	-50	-31
38	-67	51
47	12	-38
-15	-24	73
-45	-4	18
-23	-72	40
68	-49	9
-57	-52	-4
9	-77	-3
50	42	4
56	-10	12
33	56	6
0	35	60
-21	-38	3
-20	39	54
40	17	58
39	-36	66
15	-89	28
-32	49	22
-3	8	65
-27	6	6
-60	-12	24
-4	-61	62
43	38	-12
48	-37	45
-40	-26	-18
-16	-59	-26
60	-5	-29
9	-46	22
40	9	15
31	-37	-40
-18	-93	2
9	61	33
4	21	27
-60	-6	-11
-51	7	20
29	-52	-27
51	-75	22
-14	-13	-26
-10	-30	44
27	60	11
34	-10	60
69	-28	5
-23	17	-26
63	-3	-3
-27	-45	59
36	45	26
30	-69	-15
41	20	-19
39	-24	22
64	-48	32
-26	27	48
12	1	75
-29	-84	24
66	-15	31
36	-78	41
51	21	41
-39	44	32
-52	-32	1
-3	-15	56
-4	-30	-42
61	11	27
-6	45	24
-10	-51	19
23	68	5
-30	30	8
3	-15	32
-12	29	63
-5	-69	57
33	11	58
-30	58	2
25	-54	10
-44	-45	48
53	-33	-24
-8	48	-21
-60	-40	31
15	-64	64
55	-16	53
-47	-1	-40
47	6	33
-61	-27	-18
29	-85	-17
23	38	54
-31	-27	66
4	-21	76
14	-69	-7
32	-87	25
3	-11	4
32	-8	10
-42	-1	53
-36	-43	-13
10	66	-11
45	-85	2
-51	20	2
69	-33	-4
43	-42	61
45	46	-10
-51	-65	12
36	-21	-27
5	-88	-12
-12	-8	76
44	58	6
6	51	15
-22	0	-3
33	4	-36
50	21	-18
49	-20	42
6	16	32
-36	-74	-22
29	-57	54
45	33	21
-21	5	53
19	10	20
-49	17	-20
-7	-23	15
60	-41	47
13	-6	11
14	-30	-26
35	-45	44
-32	63	5
-6	55	0
-29	-12	70
35	-46	-18
23	-27	12
-6	59	40
22	31	-18
-27	29	-5
-6	-46	42
-23	-55	57
27	31	43
54	-71	1
-15	-87	-12
-31	33	51
-50	-19	-6
-18	8	-38
-48	39	13
25	-30	66
-17	-93	7
18	22	66
9	32	-7
-63	-37	-2
-8	34	60
-19	-43	72
-42	34	22
-57	1	35
5	10	32
57	24	20
-41	-71	34
-4	69	-4
-15	-24	-3
40	-78	12
44	6	-20
-24	5	-26
57	-14	35
25	-6	-15
-55	-41	-16
51	-67	38
17	-93	16
20	54	39
50	-6	18
-36	-18	66
37	20	-9
51	-70	-8
-9	66	-12
-30	-34	51
21	-64	-30
29	59	-3
-34	-12	-3
-53	-54	17
21	3	73
-31	8	15
-4	33	25
9	-15	19
-39	18	-35
15	-38	62
24	42	-15
-25	-56	-20
36	8	-43
67	-39	9
-26	19	56
30	19	-5
-45	5	40
-30	-21	-27
39	-58	42
-20	61	9
7	-21	6
-21	-54	8
9	-30	-33
14	-90	-14
-57	3	-3
3	-6	50
-5	-7	2
38	-38	-41
-40	-60	50
18	-75	49
59	-5	10
-6	-14	42
-3	-43	12
51	-42	-12
-46	-72	8
26	-6	59
-11	16	20
-36	34	44
-34	-75	38
-8	-41	-38
-17	-30	66
12	-55	27
17	-4	-25
-63	-30	17
10	-90	23
54	-30	28
-44	-15	42
52	7	-2
56	-49	48
40	-17	2
29	38	48
56	-57	11
18	-11	76
-37	-42	-33
-34	57	20
-3	-15	70
-42	-60	24
48	0	-32
16	-82	1
-23	-58	-3
-11	-71	43
-22	4	69
43	-30	16
57	-62	-12
34	-36	-1
-20	-8	-40
-48	-23	41
45	49	20
9	18	48
37	-83	3
24	7	4
-31	-85	-9
66	-30	-14
-9	63	33
29	0	53
11	-44	33
28	67	9
-58	-48	32
-11	-17	19
63	-16	40
-54	-2	45
-5	-84	-24
15	-57	69
31	13	-11
-47	-2	7
-12	54	-15
14	38	25
39	-7	54
-48	-20	2
-50	-61	-8
-45	41	-9
-42	-12	-34
45	-61	29
29	15	-29
64	0	25
-37	-29	45
24	42	40
63	-5	-22
-14	-68	59
-20	26	-18
15	-29	77
30	-70	43
-1	-37	-10
-4	29	48
54	-71	8
42	14	44
-44	39	27
-28	-22	-14
-48	-33	57
-6	13	6
-21	-81	24
-9	-36	53
0	17	59
-60	-24	32
-12	-87	2
39	22	-2
-8	45	15
-57	-48	25
33	-28	61
20	-52	-3
18	67	-8
11	-25	54
-25	47	45
-41	15	-18
-3	-9	75
-37	-8	-32
-32	-4	52
67	-45	16
57	-54	44
-48	-34	-21
66	-9	-12
54	-6	35
44	-41	-31
8	-83	18
2	61	2
15	41	53
-27	-59	-32
12	-56	53
33	-58	-30
54	-12	-24
-54	5	-24
34	63	1
-36	-45	62
15	4	16
-35	18	33
9	-26	-37
-35	-9	22
3	-19	11
54	34	20
40	-73	-10
-1	-6	36
-27	42	-7
12	-3	-9
-32	4	-30
-54	-20	-12
66	-24	34
-9	-13	6
-54	-55	-12
-15	-50	72
39	-83	25
-13	59	37
23	58	25
17	-48	8
31	-40	-29
-60	-42	21
45	36	-4
-16	-53	23
60	-63	11
-21	17	7
-33	34	36
-12	-90	22
67	-36	18
48	30	41
-54	-13	13
-12	-9	-18
9	69	9
31	-90	11
-25	-79	39
-38	6	10
8	-6	18
31	-51	60
-42	-74	-9
24	31	50
-29	54	28
39	-4	18
-49	-56	9
48	-9	-39
-16	62	30
67	-44	-5
45	-12	63
-36	-58	-27
-42	37	5
-19	-48	63
60	6	34
10	-47	-15
-10	-3	21
-11	6	72
-60	-2	8
-21	-31	5
-10	1	-24
18	70	9
-11	-58	12
17	-91	2
-47	-24	28
25	-9	-32
55	1	-6
70	-24	-1
2	34	-15
50	14	48
60	-13	8
-42	-78	14
47	24	-12
59	-31	13
7	-11	38
54	-20	-5
-52	30	16
60	-49	-21
39	-34	50
-55	-17	-28
-25	-2	12
17	5	22
15	-28	12
42	1	63
-44	-67	41
21	-63	27
-24	-27	-3
45	0	16
25	-39	73
-28	9	53
-21	40	-16
39	26	-16
-57	-14	43
-24	67	4
13	3	48
12	28	36
-32	-79	8
29	-60	45
23	66	16
-40	49	27
6	-20	34
39	0	-15
-21	-36	-40
-12	26	8
39	-87	11
-35	20	58
-9	-78	11
-43	2	-15
-20	25	62
-7	48	-1
-6	-63	-17
14	-96	-4
12	-36	-39
-45	6	-41
55	-54	1
3	-17	-26
27	23	48
-6	31	37
-15	71	15
12	-48	49
36	42	-13
45	-14	43
36	0	-25
-25	-84	-2
36	-39	-8
-60	-45	1
-11	-43	75
-4	43	40
44	47	5
-44	-38	44
63	-51	23
-4	40	-3
-63	-22	17
7	-41	27
-9	5	17
63	6	20
-56	2	-9
-51	8	43
7	-15	-3
-4	8	42
26	6	-39
-44	-45	27
39	46	37
-63	-21	-14
-35	-52	-9
66	-20	14
-4	14	-16
32	25	9
-18	30	52
-34	-35	58
57	-66	22
0	-68	30
18	46	-18
57	-35	51
-41	-18	22
4	-34	-27
-18	-16	72
53	15	-25
10	-38	75
40	-21	9
-48	-5	54
42	-75	-24
-17	-93	-6
12	51	20
14	-5	69
-3	-12	11
21	-72	29
-45	27	-4
-5	31	-21
7	29	63
-20	48	32
62	-34	-21
15	-79	-17
-3	-33	76
48	-52	-29
28	-63	60
-33	24	2
30	-1	6
4	-91	4
-43	-73	24
54	25	29
-7	57	-19
45	-66	45
24	12	61
59	2	-30
-9	54	45
-42	-65	11
-30	-14	3
24	-13	-26
-54	-55	31
-2	-28	-4
51	-40	17
-14	13	-22
66	-10	-5
20	46	48
47	-48	57
-15	-71	-24
-35	22	-30
-63	-22	2
37	38	33
16	-9	20
55	-27	-3
5	30	21
11	25	-2
52	-39	28
-38	3	18
-55	-59	8
46	19	-33
-42	-17	60
12	-61	43
-48	-47	-24
41	7	39
63	-13	-26
30	-7	-5
-42	13	53
9	8	71
27	-94	-3
19	-68	42
45	-52	-6
-4	41	-16
32	10	12
-51	24	27
-5	-41	32
-60	0	25
30	37	-9
58	-42	-6
-8	-44	61
0	-22	66
-43	53	0
-27	63	10
53	-27	42
-51	-42	-1
-28	-31	-11
9	42	8
30	35	53
32	-63	-8
-49	-43	43
-13	40	55
-7	-47	-32
36	-29	-26
-44	-24	9
-30	-79	32
0	54	44
-44	-54	54
42	-10	6
-3	-55	15
-45	-3	-30
48	-62	9
38	-21	66
-5	3	51
2	1	35
34	-83	13
16	-21	-1
38	-24	16
-23	15	-36
-37	36	-12
34	20	59
27	67	-5
-33	1	49
6	-30	49
67	-26	17
-33	54	-3
9	36	60
54	36	2
-23	-50	69
0	43	25
-30	-51	-31
-54	15	29
-21	-84	-19
32	-28	-19
10	-77	42
-49	12	-8
53	3	50
-5	-60	52
-13	3	-5
-19	-62	6
-60	-5	-3
55	-22	26
14	21	59
19	-22	16
-2	-90	9
-2	23	30
22	18	-21
11	60	-17
29	-84	21
-27	42	40
66	-17	-2
-22	67	-4
-54	-42	-22
11	-61	9
-7	-21	-20
56	-6	-36
-60	-45	15
12	57	42
-60	-16	35
63	-43	36
-23	-64	41
-3	3	11
56	-28	53
46	24	24
-36	16	40
29	-69	52
15	-39	6
-32	-8	-23
-23	-86	20
17	-30	69
41	24	54
24	-4	-38
-55	19	14
-17	-69	-3
-39	57	-5
44	-59	34
-26	-9	-39
-7	61	21
24	-77	-6
41	-21	-15
-58	-44	40
56	20	34
-42	38	35
43	5	-42
-41	-7	41
45	23	12
-27	-8	7
36	-80	-15
62	-23	-24
-14	-37	75
-8	-35	6
29	-33	3
-2	-45	21
26	53	28
51	5	-24
63	-54	2
-35	-38	-21
-52	-36	17
17	-57	59
26	-12	65
-6	55	13
5	-72	-20
-39	-3	12
-15	20	66
-15	-46	-23
-16	-29	73
-48	-24	57
9	26	-21
-38	12	-40
45	-78	-10
2	4	52
12	-58	-31
42	-7	-29
-13	40	-17
30	54	36
31	-39	70
-38	-72	12
-40	39	13
-63	-31	6
40	33	2
13	10	8
-36	-69	41
-7	-70	24
11	-26	39
-28	60	23
24	-23	72
38	60	13
13	-79	14
9	24	44
22	-94	15
-55	-13	28
42	-21	47
-48	16	42
-19	-35	72
-27	-43	-4
18	61	-13
36	19	-30
-41	-28	19
-2	-19	76
12	-68	56
52	-13	-6
-24	34	-10
15	-43	75
-56	-33	-21
53	-56	35
-41	-53	31
-31	6	64
-15	-56	60
-25	-15	-27
48	50	-5
-17	-52	16
20	-40	-23
-24	-30	61
30	3	68
66	-11	18
-8	-18	-4
42	-83	17
-10	-38	45
-27	15	3
8	14	-13
60	11	14
18	60	29
-21	-77	46
53	-57	47
-21	-9	73
51	-31	11
22	18	8
-6	63	2
-34	45	-8
-36	-73	-4
-6	-52	47
-11	11	23
1	-84	28
-40	27	24
13	46	25
29	-15	-9
-29	26	58
-18	-90	18
44	9	-12
39	39	43
31	-6	54
-5	-71	49
-34	7	-43
47	-15	22
-48	1	35
23	4	-32
-63	-13	-4
47	38	8
-13	-35	-41
49	-76	-3
58	-6	29
-42	-17	53
-49	39	8
31	-64	39
-60	-31	30
-6	20	43
-51	10	-24
-2	-15	36
58	-56	-15
-10	70	-4
64	-10	36
-50	-50	-3
67	-36	30
-41	11	26
-13	-23	17
-60	-9	9
-35	54	27
-7	49	8
-5	-49	72
35	-49	66
-15	0	-31
-54	-59	19
19	38	-18
-11	-94	-2
1	-60	-42
-32	-1	-16
3	-36	37
-48	40	1
-28	18	48
49	29	14
60	-59	25
-43	-68	-24
27	60	5
18	-4	76
-21	-27	-24
-49	-11	21
42	-78	5
10	39	40
-33	-68	30
28	-40	0
-3	5	-10
38	-72	45
22	-60	19
60	-26	-10
-60	-29	39
-7	-15	50
61	2	-23
-62	-35	15
48	-67	-23
15	15	70
-28	16	12
48	-18	3
-61	-18	-21
-9	-17	75
-9	-27	51
12	43	-8
22	-38	66
-47	-69	-3
-18	58	24
21	-28	-22
-26	-88	16
-45	46	16
2	-60	-44
17	66	21
9	0	55
46	-14	-33
35	-42	50
-12	30	-21
11	-93	15
-46	-70	17
-17	47	48
-7	-53	-22
-48	33	30
35	17	12
-4	19	0
-33	-18	52
54	-71	17
-57	-53	3
-51	3	-33
14	29	63
1	-62	-42
18	-72	-1
-24	-73	-24
-6	40	32
57	13	-8
49	-30	51
9	-83	36
2	-11	18
51	40	17
-40	-15	2
34	53	14
-7	-59	33
2	28	-2
-10	-64	63
-23	-84	31
2	-26	-44
41	12	31
15	-40	55
-17	13	61
-42	-50	-6
30	44	-8
66	-39	-13
-4	36	43
31	4	-43
-29	29	-15
-25	-7	59
-6	9	50
-57	6	8
3	-47	-4
-32	-20	15
9	-58	66
-27	8	-34
53	-6	54
-21	32	44
13	-81	28
-35	10	33
-53	-25	5
-57	-23	47
49	28	-9
16	-22	45
-2	69	18
-41	-11	-25
66	-11	7
-33	-40	66
-34	-85	2
52	-4	-27
2	-90	-3
15	-15	70
-15	48	-16
49	9	41
-30	22	-26
48	-53	19
9	-21	61
17	5	-3
25	61	-9
41	39	26
28	-1	-26
9	-45	-33
-36	24	41
66	-31	34
12	49	-3
-12	-20	6
-14	23	0
-9	-86	12
-3	49	-8
-40	-68	-16
-50	-59	37
-31	-6	15
13	-21	5
-31	52	15
41	-78	35
-60	-34	-16
-34	-36	45
-41	-6	60
65	-18	-20
30	60	27
48	-54	40
30	11	-39
42	10	61
-38	4	-44
-15	-66	18
19	16	18
-38	-53	46
56	-44	-25
-6	-42	5
46	-34	60
23	-59	67
45	13	-26
-53	-4	22
-35	-48	53
37	-17	18
34	-90	5
0	9	36
-41	24	-18
50	37	30
10	0	13
24	-76	-15
45	-1	-43
-29	-75	45
-46	-12	48
51	-70	31
3	-18	-6
-42	-56	0
15	-38	-4
-60	-5	-18
3	-39	71
-16	60	-12
-22	-9	-22
11	-61	18
60	-57	-6
54	1	15
-9	-77	3
-48	-39	31
53	42	-4
28	18	64
-3	-87	-10
12	60	-9
3	44	24
36	-10	-12
3	-23	54
-37	-67	-8
46	-28	44
-43	33	-9
0	-25	-29
36	-70	35
39	-51	60
63	-3	-10
13	-75	-26
-11	15	70
-15	70	-1
-18	-47	9
-32	24	13
26	3	60
9	55	28
-1	-24	32
37	30	10
-39	-59	39
-24	51	39
31	-34	-34
-12	-30	-27
16	27	-22
48	-35	22
28	-52	0
4	51	-15
8	-6	75
-44	-39	15
1	-42	52
-36	-10	65
-46	-60	-28
35	-88	-11
-30	-23	-7
-4	-7	18
30	51	23
64	-24	42
47	21	-24
33	-11	-36
-11	57	30
-54	11	-3
-22	6	13
9	-95	8
-10	-31	76
2	42	54
66	-10	26
-39	-33	-15
44	-42	-39
3	47	4
37	3	-2
-44	43	22
2	-49	-28
-50	-26	-4
27	31	58
18	-72	9
-25	-9	-5
60	-52	38
29	-69	33
11	-22	15
9	5	40
-57	-37	42
-33	-72	23
6	5	6
-44	6	-26
-37	-13	45
1	-73	42
-54	16	22
60	6	4
57	-1	47
-25	39	48
7	56	-22
27	6	11
-40	-20	-27
60	-47	9
38	-29	66
11	-38	-30
32	-37	63
46	-76	30
12	62	12
-12	-95	13
-16	-26	11
52	-63	1
-29	16	63
-16	-64	50
20	-37	-41
5	-34	29
41	-67	-6
23	64	25
-52	-42	-8
-4	-31	60
45	37	15
33	6	53
26	-90	19
-42	21	-26
21	-88	-17
37	-12	-4
28	68	1
51	-7	40
-16	0	73
-31	-59	44
66	-17	-9
28	-29	-27
40	53	27
-36	-12	15
-31	64	-2
45	-30	-24
40	18	-37
-23	-46	-26
12	-6	48
-42	-58	13
61	-19	47
9	-45	11
-39	-51	-33
60	-27	5
-53	22	18
-49	-10	-1
-51	-5	30
15	-48	59
11	18	-3
-9	70	4
-57	-9	-27
3	34	39
7	-30	75
63	-52	-5
3	-45	33
41	30	48
-6	-6	44
16	6	-11
-60	-22	39
24	-7	72
-24	-1	5
51	11	9
20	-2	-32
-36	33	30
-4	-23	41
-18	-78	-6
-8	18	16
48	-3	0
-54	-32	-9
36	-30	-7
-1	49	15
24	-82	28
32	-82	-7
3	-18	-19
3	-67	50
-23	2	-33
-46	23	42
51	7	-39
13	18	40
-18	66	22
-31	-35	-33
48	-56	13
34	28	42
-25	57	5
-45	-45	56
44	-59	-21
-7	-66	-24
50	-20	49
-30	-58	60
38	2	9
-29	-86	10
-57	-6	40
-18	36	-12
9	-21	68
-46	-51	4
-34	-15	-32
48	10	53
-20	-3	59
53	-17	14
-2	-40	-24
-20	-19	-9
48	51	10
-23	-49	0
9	32	54
1	-74	15
-58	4	19
9	66	25
66	-43	23
6	-24	0
51	-37	57
-7	18	59
12	-87	-6
46	-50	-17
-44	18	-6
55	7	25
-33	0	5
58	-12	-32
36	21	-21
-48	27	36
-24	-27	69
-3	-10	63
-5	-78	27
6	44	-24
-48	-20	48
-38	-60	-7
-63	-33	-6
46	55	1
54	17	-15
24	57	33
14	12	18
-26	1	-10
12	-49	73
-25	51	21
-54	-20	19
26	17	54
-8	11	15
66	-26	-20
16	7	72
21	4	-24
-28	-82	-16
41	-49	45
24	-48	4
-5	51	39
58	-21	36
-39	-18	9
-27	-48	52
-13	20	-21
31	41	32
-57	1	-18
28	-1	-42
0	-17	-32
-4	21	51
-48	37	20
4	-45	16
-46	-66	34
-12	-84	-19
16	-35	43
-49	3	49
-45	-11	-9
36	-37	56
-15	37	49
14	51	48
-29	-18	-20
-37	33	2
-3	-19	6
-46	-60	-15
0	-55	66
-47	8	30
20	-75	36
32	30	-2
3	5	72
45	-72	8
54	27	1
3	62	-16
55	-3	-20
-30	-38	-11
8	36	16
13	-59	-4
-9	-7	13
-21	-66	58
-41	-24	25
28	50	41
-44	-6	-38
33	9	-28
-21	57	35
-25	-3	69
-33	-34	65
41	22	33
-43	-76	-2
51	-45	47
39	-30	-15
42	-10	21
0	22	66
-20	-39	65
-26	-90	5
12	-52	35
55	-51	-35
-18	-4	-37
44	-64	19
-51	30	8
60	-20	19
21	-94	-7
-29	50	-8
5	-40	-36
-25	37	35
47	-29	25
3	48	10
-9	-35	69
4	66	-6
-48	-54	47
61	-35	-5
3	-60	-46
-29	5	-42
-63	-28	-10
27	1	-3
45	-60	51
-14	11	15
-9	-60	23
-30	-41	52
-7	-44	-6
56	10	43
37	55	-10
21	38	47
-7	34	30
-36	12	-30
58	-47	18
41	-45	54
5	-5	36
15	35	-23
-36	46	9
40	0	-36
3	25	36
-12	-72	-14
-33	9	48
-49	-37	5
-6	-8	-10
45	16	12
-13	-76	48
23	-33	7
12	60	20
-38	-73	5
-60	-3	19
33	-89	17
-44	-48	-38
-19	11	69
26	-53	68
6	-12	11
66	-12	1
-6	61	-7
10	33	23
57	18	27
-14	16	-2
10	-15	76
-6	-54	57
-57	-23	9
26	-69	-24
-32	-62	54
-11	-10	19
-28	30	42
27	57	18
27	-13	-18
-51	-24	-25
-37	-10	53
56	-40	40
47	0	47
4	-89	15
12	-15	50
-27	-39	-23
60	-56	31
51	13	-32
-40	-10	21
6	-24	-22
-21	-15	-19
23	64	0
-19	-37	-7
46	24	47
-16	54	42
45	-12	-24
-36	-79	23
23	12	-10
16	-56	-22
-38	58	3
34	-62	57
-36	27	52
-37	15	29
39	-36	-29
-23	-90	-7
-42	-27	53
9	38	-2
-8	-8	69
36	-48	-31
-12	66	25
-41	-51	24
17	4	65
3	26	-12
-46	46	-1
11	-62	-42
29	-83	34
-9	-87	28
-24	34	-17
42	8	6
33	-46	-4
3	58	11
-56	-2	-26
67	-20	25
-23	68	12
-3	28	62
-60	-10	33
17	-11	-18
-40	-49	-16
9	-36	46
4	-55	15
60	4	-14
40	62	5
-45	19	-13
17	23	11
-33	40	30
-54	-17	-20
-22	16	52
24	-15	72
-4	44	4
42	-72	26
-6	-26	-34
-4	4	3
32	-9	2
-17	-53	-16
-63	-16	3
-12	-6	-26
58	-24	-18
13	48	11
15	12	63
27	21	-14
4	-69	-2
42	-14	57
-50	-27	21
64	-2	-16
-14	-24	-22
50	-45	23
-34	12	3
12	-45	0
-30	1	-22
-45	-60	-21
-11	-21	45
42	8	47
-60	-36	36
1	47	48
44	53	-9
43	-76	-17
-37	-63	33
20	-66	12
10	-4	5
-6	14	45
-48	-43	10
36	0	59
-44	13	0
2	-29	75
41	-66	38
7	-85	27
46	18	1
-26	55	-9
41	27	38
-57	4	32
52	-25	6
0	33	19
44	29	9
-2	-31	48
-6	62	11
-42	-58	7
-38	8	-19
33	-6	-42
-41	21	49
-32	-28	58
-14	63	-5
28	-90	-11
11	53	36
32	-30	69
-32	13	-39
54	-50	-16
19	-54	15
-15	-59	-7
45	4	-6
12	51	-12
-16	-46	-3
4	-10	67
12	-54	45
51	31	32
-9	-51	63
-29	-4	-33
29	26	-19
53	-14	22
10	-93	-7
3	-63	-42
-24	-60	49
39	11	-38
26	-32	-5
2	33	50
46	-79	21
-3	9	57
-27	23	8
-44	12	19
38	-7	66
27	-21	-25
63	-40	-8
8	-71	10
-32	34	-9
35	29	55
-1	-41	-36
-22	57	18
45	-23	54
58	-17	-12
33	63	15
50	-67	-16
-6	-77	42
-44	-40	-24
-48	-3	-13
-24	24	0
-23	32	56
45	47	27
9	9	53
-47	-60	19
56	-19	-27
18	-44	-10
1	-59	-46
33	-53	46
3	19	-17
-18	-69	33
-52	-12	35
-28	-12	-35
63	-26	-2
3	18	40
45	-71	0
-54	-38	25
2	-27	-36
1	-39	25
50	19	-7
6	15	70
25	-46	63
12	46	43
24	-67	-4
-30	-16	-8
-30	-65	-13
-27	54	34
49	15	34
17	33	57
-1	-80	-1
-64	-38	4
29	-1	-32
47	-59	-12
45	-11	-3
-26	-19	70
19	-18	77
-35	19	-22
41	-56	-31
-32	38	45
9	13	38
-27	-76	25
37	-40	-35
-33	-30	-25
33	4	-12
25	-93	10
-34	-19	59
41	-30	22
11	-33	57
57	-65	-4
17	20	-7
-40	38	-4
-4	-26	2
3	-61	-7
8	-61	-45
51	-10	47
-32	48	34
5	-64	37
-1	39	14
-51	-35	38
-42	53	9
60	-28	21
-49	-33	-14
-27	-77	-6
1	63	26
-20	10	-31
-30	33	0
39	6	-28
-4	-23	-12
39	-31	58
1	-9	42
3	50	-24
-33	14	53
-62	-15	-11
-39	9	-9
9	22	66
-35	-3	19
10	-39	67
42	-43	-12
52	-60	27
13	-21	-8
28	-76	47
-5	53	20
42	45	12
-48	10	-33
3	-57	46
23	-2	65
-34	-49	-23
53	-5	-11
-45	20	20
-57	-52	10
-6	37	51
57	-36	21
-6	-55	2
4	-24	42
-52	-11	-16
38	42	-8
-5	23	-20
41	-58	57
-27	-36	60
20	-97	0
9	69	0
-20	9	1
52	0	40
-46	-31	27
-14	7	22
-6	-52	26
50	-28	-17
22	-51	-15
15	-86	33
24	-30	73
54	-33	42
-50	19	35
-4	57	29
58	-46	26
5	6	-8
-8	-90	-8
-37	-44	45
60	10	8
16	-39	49
-28	-39	-41
32	26	49
-54	-18	51
11	-65	-25
-24	0	-42
-2	-87	21
-6	24	38
0	69	3
-17	21	57
37	-10	-21
23	-63	52
-4	27	-8
3	46	39
-25	63	-9
-53	-6	3
42	18	39
13	63	5
-26	-81	-26
57	-63	33
-4	-41	73
2	-3	5
37	16	3
60	-39	15
-21	-1	-20
45	45	-3
-12	-84	34
-38	28	11
-8	1	67
44	-5	12
27	46	45
46	-3	-36
10	-30	69
55	-18	42
15	-44	-40
-37	-66	-28
-40	12	44
38	23	13
39	-38	44
3	-63	58
-10	45	45
-1	37	-23
-28	-89	-2
30	48	-14
20	-65	35
-43	50	-7
-51	-28	51
-4	54	-14
49	-28	60
58	-21	10
37	49	19
42	27	-7
5	-20	-38
3	-51	25
-17	-6	-10
14	70	16
-54	3	41
-8	-44	-15
2	-60	27
-51	-45	33
-48	-9	-25
16	-28	44
43	32	30
2	-4	11
57	-11	-15
-39	-27	63
31	-41	-22
-38	3	61
12	-87	10
54	30	24
-48	-16	9
29	-78	24
-42	-29	-25
24	21	-1
18	-57	5
22	-63	60
-39	-20	45
32	-75	-21
-40	51	18
-57	-48	-12
21	27	55
-14	-33	9
-45	-61	45
-6	39	21
56	-48	-4
43	-59	-5
47	7	15
-41	3	-34
33	-49	52
8	-62	-44
-6	-58	-31
12	56	0
5	-76	35
-29	-79	17
0	-62	-43
50	-11	58
45	-61	-35
63	-2	6
-48	-50	-12
3	-14	60
18	-1	-16
-52	-46	15
44	54	15
-7	-71	17
-45	-16	-3
-32	-8	58
45	-54	47
-6	-38	63
9	46	33
-36	59	12
35	8	65
-23	59	-3
1	-58	-48
57	20	7
-31	15	-13
-2	-63	8
-39	-16	-20
3	9	44
57	-36	-13
-42	-54	18
50	-78	4
3	54	-1
18	-90	22
-17	21	-9
66	-32	10
11	-37	35
-11	-12	14
-49	-58	0
7	-21	-32
-45	12	36
30	45	28
-23	-85	-11
-18	-60	25
-3	-33	-5
-52	-45	5
-37	-83	9
4	44	16
24	10	69
11	-64	-13
5	-60	-21
-44	-30	4
40	-28	51
-20	12	55
39	54	-1
2	-56	-47
6	-4	-3
8	-72	48
4	33	29
45	-21	17
-19	-69	-12
34	32	-15
-9	-38	-28
21	-22	-9
-18	-9	68
-36	43	23
-64	-26	10
10	25	52
-51	-62	28
54	-51	8
4	-52	53
18	70	0
-1	-17	46
50	42	23
-3	-80	36
-13	-53	6
-20	53	-12
54	-58	-23
2	-2	71
35	63	-5
48	9	25
4	41	-11
-36	45	17
41	-19	-23
-60	-33	23
55	-54	22
21	-48	72
16	-80	-10
12	66	22
19	-66	-19
41	5	56
36	0	-44
-29	-5	-43
31	-56	-7
-36	12	60
49	11	-18
-46	-36	50
32	-20	71
-5	-90	0
-46	4	14
17	24	3
14	-36	-20
-14	-15	-12
